date,service_period,service_hours,item,season,is_weekend,is_public_holiday,holiday_name,local_event,temperature_c,rainfall_mm,quantity_ordered,quantity_sold,waste_kg
2024-01-05,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,none,4.2,0.0,36.2,28.4,7.8
2024-01-05,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,none,4.2,0.0,64.9,52.0,12.9
2024-01-05,Morning,07:00-11:00,Milk,Winter,0,0,,none,4.2,0.0,22.7,19.0,3.7
2024-01-05,Afternoon,11:00-16:00,Milk,Winter,0,0,,none,4.2,0.0,26.0,21.5,4.5
2024-01-05,Evening,16:00-23:00,Milk,Winter,0,0,,none,4.2,0.0,17.6,15.5,2.1
2024-01-05,Morning,07:00-11:00,Tomatoes,Winter,0,0,,none,4.2,0.0,11.1,9.8,1.3
2024-01-05,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,none,4.2,0.0,21.4,19.3,2.1
2024-01-05,Evening,16:00-23:00,Tomatoes,Winter,0,0,,none,4.2,0.0,31.8,24.1,7.7
2024-01-05,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,none,4.2,0.0,19.7,18.1,1.6
2024-01-05,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,none,4.2,0.0,22.4,16.7,5.7
2024-01-05,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,none,4.2,0.0,11.8,10.0,1.8
2024-01-05,Morning,07:00-11:00,Lettuce,Winter,0,0,,none,4.2,0.0,8.7,7.0,1.7
2024-01-05,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,none,4.2,0.0,19.7,15.8,3.9
2024-01-05,Evening,16:00-23:00,Lettuce,Winter,0,0,,none,4.2,0.0,26.0,23.1,2.9
2024-01-05,Morning,07:00-11:00,Avocado,Winter,0,0,,none,4.2,0.0,9.3,8.1,1.2
2024-01-05,Afternoon,11:00-16:00,Avocado,Winter,0,0,,none,4.2,0.0,15.2,12.5,2.7
2024-01-05,Evening,16:00-23:00,Avocado,Winter,0,0,,none,4.2,0.0,25.0,20.2,4.8
2024-01-05,Morning,07:00-11:00,Strawberries,Winter,0,0,,none,4.2,0.0,8.0,6.1,1.9
2024-01-05,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,none,4.2,0.0,17.1,15.7,1.4
2024-01-05,Evening,16:00-23:00,Strawberries,Winter,0,0,,none,4.2,0.0,19.4,18.3,1.1
2024-01-05,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,none,4.2,0.0,3.4,3.0,0.4
2024-01-05,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,none,4.2,0.0,15.8,12.3,3.5
2024-01-05,Evening,16:00-23:00,Fresh Pasta,Winter,0,0,,none,4.2,0.0,31.1,26.3,4.8
2024-01-05,Morning,07:00-11:00,Salmon,Winter,0,0,,none,4.2,0.0,4.1,3.5,0.6
2024-01-05,Afternoon,11:00-16:00,Salmon,Winter,0,0,,none,4.2,0.0,14.9,12.0,2.9
2024-01-05,Evening,16:00-23:00,Salmon,Winter,0,0,,none,4.2,0.0,22.9,18.5,4.4
2024-01-05,Morning,07:00-11:00,Fresh Herbs,Winter,0,0,,none,4.2,0.0,7.0,5.8,1.2
2024-01-05,Afternoon,11:00-16:00,Fresh Herbs,Winter,0,0,,none,4.2,0.0,8.6,6.9,1.7
2024-01-05,Evening,16:00-23:00,Fresh Herbs,Winter,0,0,,none,4.2,0.0,6.4,4.8,1.6
2024-01-06,Morning,07:00-11:00,Chicken Breast,Winter,1,0,,none,4.0,0.0,4.9,4.1,0.8
2024-01-06,Afternoon,11:00-16:00,Chicken Breast,Winter,1,0,,none,4.0,0.0,46.4,37.5,8.9
2024-01-06,Evening,16:00-23:00,Chicken Breast,Winter,1,0,,none,4.0,0.0,93.3,68.0,25.3
2024-01-06,Morning,07:00-11:00,Milk,Winter,1,0,,none,4.0,0.0,31.8,25.4,6.4
2024-01-06,Afternoon,11:00-16:00,Milk,Winter,1,0,,none,4.0,0.0,36.6,29.3,7.3
2024-01-06,Evening,16:00-23:00,Milk,Winter,1,0,,none,4.0,0.0,26.6,24.6,2.0
2024-01-06,Morning,07:00-11:00,Tomatoes,Winter,1,0,,none,4.0,0.0,18.3,15.6,2.7
2024-01-06,Afternoon,11:00-16:00,Tomatoes,Winter,1,0,,none,4.0,0.0,33.7,25.4,8.3
2024-01-06,Evening,16:00-23:00,Tomatoes,Winter,1,0,,none,4.0,0.0,41.2,32.5,8.7
2024-01-06,Morning,07:00-11:00,Greek Yogurt,Winter,1,0,,none,4.0,0.0,25.0,22.0,3.0
2024-01-06,Afternoon,11:00-16:00,Greek Yogurt,Winter,1,0,,none,4.0,0.0,24.7,22.0,2.7
2024-01-06,Evening,16:00-23:00,Greek Yogurt,Winter,1,0,,none,4.0,0.0,22.7,19.5,3.2
2024-01-06,Morning,07:00-11:00,Lettuce,Winter,1,0,,none,4.0,0.0,17.5,14.4,3.1
2024-01-06,Afternoon,11:00-16:00,Lettuce,Winter,1,0,,none,4.0,0.0,28.2,21.8,6.4
2024-01-06,Evening,16:00-23:00,Lettuce,Winter,1,0,,none,4.0,0.0,37.2,28.4,8.8
2024-01-06,Morning,07:00-11:00,Avocado,Winter,1,0,,none,4.0,0.0,14.9,11.9,3.0
2024-01-06,Afternoon,11:00-16:00,Avocado,Winter,1,0,,none,4.0,0.0,25.2,20.8,4.4
2024-01-06,Evening,16:00-23:00,Avocado,Winter,1,0,,none,4.0,0.0,28.6,21.7,6.9
2024-01-06,Morning,07:00-11:00,Strawberries,Winter,1,0,,none,4.0,0.0,14.3,12.1,2.2
2024-01-06,Afternoon,11:00-16:00,Strawberries,Winter,1,0,,none,4.0,0.0,22.6,19.0,3.6
2024-01-06,Evening,16:00-23:00,Strawberries,Winter,1,0,,none,4.0,0.0,24.6,21.9,2.7
2024-01-06,Morning,07:00-11:00,Fresh Pasta,Winter,1,0,,none,4.0,0.0,4.1,3.3,0.8
2024-01-06,Afternoon,11:00-16:00,Fresh Pasta,Winter,1,0,,none,4.0,0.0,16.2,13.2,3.0
2024-01-06,Evening,16:00-23:00,Fresh Pasta,Winter,1,0,,none,4.0,0.0,36.7,30.0,6.7
2024-01-06,Morning,07:00-11:00,Salmon,Winter,1,0,,none,4.0,0.0,3.9,3.2,0.7
2024-01-06,Afternoon,11:00-16:00,Salmon,Winter,1,0,,none,4.0,0.0,15.5,12.1,3.4
2024-01-06,Evening,16:00-23:00,Salmon,Winter,1,0,,none,4.0,0.0,28.7,22.8,5.9
2024-01-06,Morning,07:00-11:00,Fresh Herbs,Winter,1,0,,none,4.0,0.0,9.4,7.8,1.6
2024-01-06,Afternoon,11:00-16:00,Fresh Herbs,Winter,1,0,,none,4.0,0.0,10.2,8.5,1.7
2024-01-06,Evening,16:00-23:00,Fresh Herbs,Winter,1,0,,none,4.0,0.0,6.0,5.1,0.9
2024-01-07,Morning,07:00-11:00,Chicken Breast,Winter,1,0,,holiday,6.2,0.0,3.5,2.7,0.8
2024-01-07,Afternoon,11:00-16:00,Chicken Breast,Winter,1,0,,holiday,6.2,0.0,31.5,27.5,4.0
2024-01-07,Evening,16:00-23:00,Chicken Breast,Winter,1,0,,holiday,6.2,0.0,57.9,51.4,6.5
2024-01-07,Morning,07:00-11:00,Milk,Winter,1,0,,holiday,6.2,0.0,27.5,22.7,4.8
2024-01-07,Afternoon,11:00-16:00,Milk,Winter,1,0,,holiday,6.2,0.0,26.3,23.4,2.9
2024-01-07,Evening,16:00-23:00,Milk,Winter,1,0,,holiday,6.2,0.0,17.8,16.5,1.3
2024-01-07,Morning,07:00-11:00,Tomatoes,Winter,1,0,,holiday,6.2,0.0,14.1,11.7,2.4
2024-01-07,Afternoon,11:00-16:00,Tomatoes,Winter,1,0,,holiday,6.2,0.0,22.8,19.8,3.0
2024-01-07,Evening,16:00-23:00,Tomatoes,Winter,1,0,,holiday,6.2,0.0,29.9,22.0,7.9
2024-01-07,Morning,07:00-11:00,Greek Yogurt,Winter,1,0,,holiday,6.2,0.0,14.7,12.3,2.4
2024-01-07,Afternoon,11:00-16:00,Greek Yogurt,Winter,1,0,,holiday,6.2,0.0,21.6,18.5,3.1
2024-01-07,Evening,16:00-23:00,Greek Yogurt,Winter,1,0,,holiday,6.2,0.0,21.1,17.0,4.1
2024-01-07,Morning,07:00-11:00,Lettuce,Winter,1,0,,holiday,6.2,0.0,9.3,7.6,1.7
2024-01-07,Afternoon,11:00-16:00,Lettuce,Winter,1,0,,holiday,6.2,0.0,16.6,13.2,3.4
2024-01-07,Evening,16:00-23:00,Lettuce,Winter,1,0,,holiday,6.2,0.0,21.6,18.4,3.2
2024-01-07,Morning,07:00-11:00,Avocado,Winter,1,0,,holiday,6.2,0.0,9.6,8.1,1.5
2024-01-07,Afternoon,11:00-16:00,Avocado,Winter,1,0,,holiday,6.2,0.0,16.2,13.5,2.7
2024-01-07,Evening,16:00-23:00,Avocado,Winter,1,0,,holiday,6.2,0.0,22.0,20.8,1.2
2024-01-07,Morning,07:00-11:00,Strawberries,Winter,1,0,,holiday,6.2,0.0,8.7,7.4,1.3
2024-01-07,Afternoon,11:00-16:00,Strawberries,Winter,1,0,,holiday,6.2,0.0,16.4,13.4,3.0
2024-01-07,Evening,16:00-23:00,Strawberries,Winter,1,0,,holiday,6.2,0.0,22.4,16.8,5.6
2024-01-07,Morning,07:00-11:00,Fresh Pasta,Winter,1,0,,holiday,6.2,0.0,4.1,3.5,0.6
2024-01-07,Afternoon,11:00-16:00,Fresh Pasta,Winter,1,0,,holiday,6.2,0.0,12.9,9.6,3.3
2024-01-07,Evening,16:00-23:00,Fresh Pasta,Winter,1,0,,holiday,6.2,0.0,27.5,23.5,4.0
2024-01-07,Morning,07:00-11:00,Salmon,Winter,1,0,,holiday,6.2,0.0,2.5,2.1,0.4
2024-01-07,Afternoon,11:00-16:00,Salmon,Winter,1,0,,holiday,6.2,0.0,13.6,12.0,1.6
2024-01-07,Evening,16:00-23:00,Salmon,Winter,1,0,,holiday,6.2,0.0,23.7,19.5,4.2
2024-01-07,Morning,07:00-11:00,Fresh Herbs,Winter,1,0,,holiday,6.2,0.0,9.3,6.9,2.4
2024-01-07,Afternoon,11:00-16:00,Fresh Herbs,Winter,1,0,,holiday,6.2,0.0,7.5,6.1,1.4
2024-01-07,Evening,16:00-23:00,Fresh Herbs,Winter,1,0,,holiday,6.2,0.0,6.0,4.4,1.6
2024-01-08,Morning,07:00-11:00,Chicken Breast,Winter,0,0,,none,5.8,2.7,11.0,10.0,1.0
2024-01-08,Afternoon,11:00-16:00,Chicken Breast,Winter,0,0,,none,5.8,2.7,33.1,26.8,6.3
2024-01-08,Evening,16:00-23:00,Chicken Breast,Winter,0,0,,none,5.8,2.7,68.4,55.2,13.2
2024-01-08,Morning,07:00-11:00,Milk,Winter,0,0,,none,5.8,2.7,24.1,21.4,2.7
2024-01-08,Afternoon,11:00-16:00,Milk,Winter,0,0,,none,5.8,2.7,32.9,26.7,6.2
2024-01-08,Evening,16:00-23:00,Milk,Winter,0,0,,none,5.8,2.7,17.7,14.2,3.5
2024-01-08,Morning,07:00-11:00,Tomatoes,Winter,0,0,,none,5.8,2.7,13.4,12.2,1.2
2024-01-08,Afternoon,11:00-16:00,Tomatoes,Winter,0,0,,none,5.8,2.7,29.3,24.6,4.7
2024-01-08,Evening,16:00-23:00,Tomatoes,Winter,0,0,,none,5.8,2.7,31.7,29.4,2.3
2024-01-08,Morning,07:00-11:00,Greek Yogurt,Winter,0,0,,none,5.8,2.7,23.0,18.1,4.9
2024-01-08,Afternoon,11:00-16:00,Greek Yogurt,Winter,0,0,,none,5.8,2.7,24.8,20.1,4.7
2024-01-08,Evening,16:00-23:00,Greek Yogurt,Winter,0,0,,none,5.8,2.7,15.0,12.3,2.7
2024-01-08,Morning,07:00-11:00,Lettuce,Winter,0,0,,none,5.8,2.7,10.2,9.0,1.2
2024-01-08,Afternoon,11:00-16:00,Lettuce,Winter,0,0,,none,5.8,2.7,17.9,15.9,2.0
2024-01-08,Evening,16:00-23:00,Lettuce,Winter,0,0,,none,5.8,2.7,27.8,24.5,3.3
2024-01-08,Morning,07:00-11:00,Avocado,Winter,0,0,,none,5.8,2.7,10.3,9.4,0.9
2024-01-08,Afternoon,11:00-16:00,Avocado,Winter,0,0,,none,5.8,2.7,18.6,13.9,4.7
2024-01-08,Evening,16:00-23:00,Avocado,Winter,0,0,,none,5.8,2.7,21.3,18.8,2.5
2024-01-08,Morning,07:00-11:00,Strawberries,Winter,0,0,,none,5.8,2.7,11.1,8.9,2.2
2024-01-08,Afternoon,11:00-16:00,Strawberries,Winter,0,0,,none,5.8,2.7,18.6,15.4,3.2
2024-01-08,Evening,16:00-23:00,Strawberries,Winter,0,0,,none,5.8,2.7,18.5,16.4,2.1
2024-01-08,Morning,07:00-11:00,Fresh Pasta,Winter,0,0,,none,5.8,2.7,5.5,4.8,0.7
2024-01-08,Afternoon,11:00-16:00,Fresh Pasta,Winter,0,0,,none,5.8,2.7,17.8,16.6,1.2
